"","size","pct_hunt","prev_ratio","fadeout"
"426",525,0.25,0.223215982,NA
"427",525,0.3,0.253005213611111,0.00333333333333333
"428",525,0.35,0.287912774666667,NA
"429",525,0.4,0.326696620611111,NA
"430",525,0.45,0.3638145205,NA
"431",525,0.5,0.387991036333333,NA
"432",525,0.55,0.425258596722222,NA
"433",525,0.6,0.452120309944444,NA
"434",525,0.65,0.477467565666667,0.00666666666666667
"435",525,0.7,0.494951936888889,NA
"436",525,0.75,0.514583959555556,NA
"437",525,0.8,0.546130078333333,0.00666666666666667
"438",525,0.85,0.629251891388889,0.00333333333333333
"439",525,0.9,0.590455490444444,NA
"440",525,0.95,0.6094645735,NA
"441",525,1,0.627715315222222,NA
"442",550,0,0,NA
"443",550,0.05,0.0484067739444444,NA
"444",550,0.1,0.0968784622222222,NA
"445",550,0.15,0.136955404444444,NA
"446",550,0.2,0.177393501555556,0.00333333333333333
"447",550,0.25,0.220400206611111,NA
"448",550,0.3,0.257650381944444,0.00333333333333333
